Year;ID_Unit;ID_UnitType;RegistrationNumber;UnitName;Location;RegularMembersTo6;RegularMembersTo15;RegularMembersTo18;RegularMembersTo26;RegularMembersFrom26;RegularMembers;MembersTo6;MembersTo15;MembersTo18;MembersTo26;MembersFrom26;Members
2019;23200;ustredi;1;Ústøedí;Praha 1;1657;36572;5868;7056;13230;64383;1657;36572;5868;7056;13230;64383
2018;23200;ustredi;1;Ústøedí;Praha 1;1511;34049;5523;6837;12600;60520;1511;34049;5523;6837;12600;60520
2017;23200;ustredi;1;Ústøedí;Praha 1;1394;32667;5130;6587;12062;57840;1394;32667;5130;6587;12063;57841
2016;23200;ustredi;1;Ústøedí;Praha 1;1284;31466;4753;6550;11480;55533;1284;31466;4753;6550;11480;55533
2015;23200;ustredi;1;Ústøedí;Praha 1;1290;29757;4524;6510;10947;53028;1290;29757;4524;6512;10948;53031
2014;23200;ustredi;1;Ústøedí;Praha 1;1019;28185;4226;6640;10368;50438;1019;28185;4226;6640;10368;50438
2013;23200;ustredi;1;Ústøedí;Praha 1;862;26564;4077;6706;9893;48102;862;26565;4078;6719;9902;48126
2012;23200;ustredi;1;Ústøedí;Praha 1;747;25359;4190;6885;9510;46691;747;25366;4200;6911;9529;46753
2011;23200;ustredi;1;Ústøedí;Praha 1;616;24434;4382;6980;9176;45588;616;24443;4402;7024;9209;45694
2010;23200;ustredi;1;Ústøedí;Praha 1;612;24023;4669;7043;8910;45257;612;24029;4695;7114;8939;45389
2009;23200;ustredi;1;Ústøedí;Praha 1;540;23348;4982;7150;8617;44637;540;23348;4982;7150;8617;44637
2008;23200;ustredi;1;Ústøedí;Praha 1;452;23067;5358;7150;8522;44549;452;23067;5358;7151;8522;44550
2007;23200;ustredi;1;Ústøedí;Praha 1;432;23140;5635;7074;8219;44500;432;23140;5640;7076;8219;44507
2006;23200;ustredi;1;Ústøedí;Praha 1;211;23948;5811;6958;8081;45009;211;23948;5816;6959;8081;45015
2005;23200;ustredi;1;Ústøedí;Praha 1;182;25614;5965;6967;7995;46723;182;25614;5969;6967;7995;46727
2004;23200;ustredi;1;Ústøedí;Praha 1;142;27441;6031;7051;8092;48757;142;27441;6031;7051;8092;48757
2003;23200;ustredi;1;Ústøedí;Praha 1;134;29240;6037;6944;8230;50585;134;29240;6038;6944;8230;50586
2019;24100;kraj;110;kraj Praha;Praha 1;124;4562;707;925;1554;7872;124;4563;708;933;1569;7897
2018;24100;kraj;110;kraj Praha;Praha 1;107;4244;653;896;1489;7389;107;4245;653;902;1502;7409
2017;24100;kraj;110;kraj Praha;Praha 1;112;4033;663;819;1421;7048;112;4034;663;819;1432;7060
2016;24100;kraj;110;kraj Praha;Praha 1;114;3813;651;779;1308;6665;114;3813;651;780;1318;6676
2015;24100;kraj;110;kraj Praha;Praha 1;117;3484;610;768;1208;6187;117;3484;610;773;1222;6206
2014;24100;kraj;110;kraj Praha;Praha 1;119;3174;527;771;1138;5729;119;3174;527;775;1145;5740
2013;24100;kraj;110;kraj Praha;Praha 1;99;3031;472;799;1102;5503;99;3032;472;808;1113;5524
2012;24100;kraj;110;kraj Praha;Praha 1;79;2845;454;850;1030;5258;79;2846;454;860;1041;5280
2011;24100;kraj;110;kraj Praha;Praha 1;56;2664;523;837;987;5067;56;2666;523;850;997;5092
2010;24100;kraj;110;kraj Praha;Praha 1;66;2679;566;859;905;5075;66;2680;566;875;916;5103
2009;24100;kraj;110;kraj Praha;Praha 1;54;2624;565;916;895;5054;54;2624;565;916;895;5054
2008;24100;kraj;110;kraj Praha;Praha 1;41;2642;600;915;896;5094;41;2642;600;915;896;5094
2007;24100;kraj;110;kraj Praha;Praha 1;45;2576;655;915;883;5074;45;2576;655;915;883;5074
2006;24100;kraj;110;kraj Praha;Praha 1;28;2657;714;851;858;5108;28;2657;714;851;858;5108
2005;24100;kraj;110;kraj Praha;Praha 1;30;2819;729;829;844;5251;30;2819;729;829;844;5251
2004;24100;kraj;110;kraj Praha;Praha 1;17;2970;741;821;847;5396;17;2970;741;821;847;5396
2003;24100;kraj;110;kraj Praha;Praha 1;25;3100;737;826;855;5543;25;3100;737;826;855;5543
2013;24101;okres;111;okres Praha 1;Praha 1;0;0;0;0;0;0;0;0;0;0;0;0
2012;24101;okres;111;okres Praha 1;Praha 1;0;0;0;0;0;0;0;0;0;0;0;0
2011;24101;okres;111;okres Praha 1;Praha 1;0;0;0;0;0;0;0;0;0;0;0;0
2010;24101;okres;111;okres Praha 1;Praha 1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;0
2009;24101;okres;111;okres Praha 1;Praha 1;0;30;5;10;30;75;0;30;5;10;30;75
2008;24101;okres;111;okres Praha 1;Praha 1;1;40;10;16;40;107;1;40;10;16;40;107
2007;24101;okres;111;okres Praha 1;Praha 1;0;39;5;17;39;100;0;39;5;17;39;100
2006;24101;okres;111;okres Praha 1;Praha 1;0;40;11;18;39;108;0;40;11;18;39;108
2005;24101;okres;111;okres Praha 1;Praha 1;0;44;15;19;39;117;0;44;15;19;39;117
2004;24101;okres;111;okres Praha 1;Praha 1;0;44;25;18;49;136;0;44;25;18;49;136
2003;24101;okres;111;okres Praha 1;Praha 1;0;57;17;20;50;144;0;57;17;20;50;144
2019;24113;okres;112;okres Praha 2;Praha 2;0;476;69;101;253;899;0;476;69;103;257;905
2018;24113;okres;112;okres Praha 2;Praha 2;5;451;64;87;248;855;5;451;64;89;252;861
2017;24113;okres;112;okres Praha 2;Praha 2;11;423;67;85;242;828;11;424;67;85;246;833
2016;24113;okres;112;okres Praha 2;Praha 2;6;384;72;93;206;761;6;384;72;94;208;764
2015;24113;okres;112;okres Praha 2;Praha 2;10;347;68;94;196;715;10;347;68;95;197;717
2014;24113;okres;112;okres Praha 2;Praha 2;11;318;69;103;186;687;11;318;69;104;187;689
2013;24113;okres;112;okres Praha 2;Praha 2;6;280;67;102;180;635;6;280;67;104;182;639
2012;24113;okres;112;okres Praha 2;Praha 2;2;280;63;106;164;615;2;280;63;107;165;617
2011;24113;okres;112;okres Praha 2;Praha 2;0;259;70;104;152;585;0;259;70;106;153;588
2010;24113;okres;112;okres Praha 2;Praha 2;1;275;76;106;122;580;1;275;76;107;123;582
2009;24113;okres;112;okres Praha 2;Praha 2;1;282;73;101;130;587;1;282;73;101;130;587
2008;24113;okres;112;okres Praha 2;Praha 2;1;314;82;125;131;653;1;314;82;125;131;653
2007;24113;okres;112;okres Praha 2;Praha 2;2;334;85;136;127;684;2;334;85;136;127;684
2006;24113;okres;112;okres Praha 2;Praha 2;1;357;93;123;133;707;1;357;93;123;133;707
2005;24113;okres;112;okres Praha 2;Praha 2;0;357;84;124;138;703;0;357;84;124;138;703
2004;24113;okres;112;okres Praha 2;Praha 2;0;363;102;104;134;703;0;363;102;104;134;703
2003;24113;okres;112;okres Praha 2;Praha 2;0;394;106;94;141;735;0;394;106;94;141;735
2019;24175;okres;113;okres Praha 3;Praha 3;0;286;44;52;111;493;0;286;45;53;117;501
2018;24175;okres;113;okres Praha 3;Praha 3;1;250;41;48;105;445;1;250;42;51;110;454
2017;24175;okres;113;okres Praha 3;Praha 3;1;228;41;41;102;413;1;228;41;41;107;418
2016;24175;okres;113;okres Praha 3;Praha 3;1;207;28;47;98;381;1;207;28;47;104;387
2015;24175;okres;113;okres Praha 3;Praha 3;1;185;22;46;92;346;1;185;22;47;96;351
2014;24175;okres;113;okres Praha 3;Praha 3;2;184;22;44;74;326;2;184;22;45;75;328
2013;24175;okres;113;okres Praha 3;Praha 3;1;176;24;40;75;316;1;176;24;40;76;317
2012;24175;okres;113;okres Praha 3;Praha 3;2;159;31;47;65;304;2;159;31;47;66;305
2011;24175;okres;113;okres Praha 3;Praha 3;3;140;33;48;69;293;3;140;33;48;71;295
2010;24175;okres;113;okres Praha 3;Praha 3;2;152;34;43;67;298;2;152;34;43;69;300
2009;24175;okres;113;okres Praha 3;Praha 3;1;112;23;33;31;200;1;112;23;33;31;200
2008;24175;okres;113;okres Praha 3;Praha 3;0;105;23;37;36;201;0;105;23;37;36;201
2007;24175;okres;113;okres Praha 3;Praha 3;0;105;30;30;36;201;0;105;30;30;36;201
2006;24175;okres;113;okres Praha 3;Praha 3;0;111;41;30;45;227;0;111;41;30;45;227
2005;24175;okres;113;okres Praha 3;Praha 3;1;137;41;34;39;252;1;137;41;34;39;252
2004;24175;okres;113;okres Praha 3;Praha 3;0;145;35;35;44;259;0;145;35;35;44;259
2003;24175;okres;113;okres Praha 3;Praha 3;0;174;46;35;53;308;0;174;46;35;53;308
2019;24201;okres;114;okres Praha 4;Praha 4;23;895;156;196;186;1456;23;895;156;198;191;1463
2018;24201;okres;114;okres Praha 4;Praha 4;32;823;141;198;178;1372;32;823;141;199;183;1378
2017;24201;okres;114;okres Praha 4;Praha 4;33;791;148;180;178;1330;33;791;148;180;183;1335
2016;24201;okres;114;okres Praha 4;Praha 4;35;754;145;159;154;1247;35;754;145;159;157;1250
2015;24201;okres;114;okres Praha 4;Praha 4;27;686;134;161;137;1145;27;686;134;161;141;1149
2014;24201;okres;114;okres Praha 4;Praha 4;15;626;118;157;133;1049;15;626;118;158;136;1053
2013;24201;okres;114;okres Praha 4;Praha 4;11;618;95;152;136;1012;11;618;95;153;138;1015
2012;24201;okres;114;okres Praha 4;Praha 4;14;528;91;156;130;919;14;528;91;156;135;924
2011;24201;okres;114;okres Praha 4;Praha 4;15;512;106;157;121;911;15;512;106;157;123;913
2010;24201;okres;114;okres Praha 4;Praha 4;7;500;116;161;108;892;7;500;116;161;111;895
2009;24201;okres;114;okres Praha 4;Praha 4;8;471;102;174;108;863;8;471;102;174;108;863
2008;24201;okres;114;okres Praha 4;Praha 4;6;475;119;148;107;855;6;475;119;148;107;855
2007;24201;okres;114;okres Praha 4;Praha 4;3;506;128;127;93;857;3;506;128;127;93;857
2006;24201;okres;114;okres Praha 4;Praha 4;5;492;135;115;85;832;5;492;135;115;85;832
2005;24201;okres;114;okres Praha 4;Praha 4;4;531;121;123;81;860;4;531;121;123;81;860
2004;24201;okres;114;okres Praha 4;Praha 4;1;528;111;140;90;870;1;528;111;140;90;870
2003;24201;okres;114;okres Praha 4;Praha 4;0;555;105;123;80;863;0;555;105;123;80;863
2019;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;8;384;50;90;149;681;8;384;52;92;153;689
2018;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;7;362;56;85;144;654;7;363;56;86;150;662
2017;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;5;333;67;81;142;628;5;333;67;81;144;630
2016;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;1;237;57;68;112;475;1;237;57;68;113;476
2015;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;1;208;50;73;99;431;1;208;50;73;107;439
2014;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;2;231;34;81;97;445;2;231;34;81;104;452
2013;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;3;209;35;88;93;428;3;209;35;89;101;437
2012;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;2;185;41;103;82;413;2;185;41;106;90;424
2011;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;1;167;45;100;72;385;1;167;45;103;80;396
2010;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;2;183;54;100;62;401;2;183;54;108;66;413
2009;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;2;185;48;109;57;401;2;185;48;109;57;401
2008;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;2;205;46;119;53;425;2;205;46;119;53;425
2007;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;1;193;59;105;58;416;1;193;59;105;58;416
2006;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;1;208;66;80;40;395;1;208;66;80;40;395
2005;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;4;222;73;64;47;410;4;222;73;64;47;410
2004;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;3;229;80;64;44;420;3;229;80;64;44;420
2003;24266;okres;115;okres Praha 5;Praha 5 - Košíøe;5;239;81;73;47;445;5;239;81;73;47;445
2019;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;35;988;166;192;344;1725;35;988;166;192;345;1726
2018;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;22;953;148;195;326;1644;22;953;148;195;326;1644
2017;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;36;916;145;174;304;1575;36;916;145;174;304;1575
2016;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;32;860;138;167;285;1482;32;860;138;167;285;1482
2015;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;29;831;119;151;279;1409;29;831;119;152;279;1410
2014;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;26;686;109;160;263;1244;26;686;109;160;263;1244
2013;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;20;637;106;161;244;1168;20;637;106;161;244;1168
2012;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;13;628;97;164;235;1137;13;628;97;164;235;1137
2011;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;13;593;95;159;239;1099;13;593;95;159;239;1099
2010;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;23;580;99;172;213;1087;23;580;99;172;214;1088
2009;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;21;532;96;177;218;1044;21;532;96;177;218;1044
2008;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;15;506;102;157;211;991;15;506;102;157;211;991
2007;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;17;448;109;182;209;965;17;448;109;182;209;965
2006;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;12;463;127;173;203;978;12;463;127;173;203;978
2005;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;11;506;128;156;198;999;11;506;128;156;198;999
2004;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;7;537;134;152;196;1026;7;537;134;152;196;1026
2003;24311;okres;116;okres Praha 6;Praha 6 - Dejvice;14;533;109;148;190;994;14;533;109;148;190;994
2019;24381;okres;117;okres Praha 7;Praha 7;0;0;0;0;0;0;0;0;0;0;0;0
2018;24381;okres;117;okres Praha 7;Praha 7;0;0;0;0;0;0;0;0;0;0;0;0
2017;24381;okres;117;okres Praha 7;Praha 7;0;0;0;0;0;0;0;0;0;0;0;0
2016;24381;okres;117;okres Praha 7;Praha 7;10;93;15;14;31;163;10;93;15;14;32;164
2015;24381;okres;117;okres Praha 7;Praha 7;9;90;13;14;31;157;9;90;13;14;32;158
2014;24381;okres;117;okres Praha 7;Praha 7;18;74;7;13;31;143;18;74;7;13;32;144
2013;24381;okres;117;okres Praha 7;Praha 7;15;67;6;16;29;133;15;68;6;16;30;135
2012;24381;okres;117;okres Praha 7;Praha 7;18;70;4;14;24;130;18;70;4;15;26;133
2011;24381;okres;117;okres Praha 7;Praha 7;11;72;8;18;22;131;11;72;8;18;24;133
2010;24381;okres;117;okres Praha 7;Praha 7;14;72;13;19;23;141;14;72;13;19;25;143
2009;24381;okres;117;okres Praha 7;Praha 7;14;105;12;26;26;183;14;105;12;26;26;183
2008;24381;okres;117;okres Praha 7;Praha 7;10;105;9;26;31;181;10;105;9;26;31;181
2007;24381;okres;117;okres Praha 7;Praha 7;5;117;14;29;30;195;5;117;14;29;30;195
2006;24381;okres;117;okres Praha 7;Praha 7;3;102;18;28;25;176;3;102;18;28;25;176
2005;24381;okres;117;okres Praha 7;Praha 7;1;110;26;24;24;185;1;110;26;24;24;185
2004;24381;okres;117;okres Praha 7;Praha 7;2;112;28;33;28;203;2;112;28;33;28;203
2003;24381;okres;117;okres Praha 7;Praha 7;4;106;35;45;32;222;4;106;35;45;32;222
2019;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;26;432;65;83;147;753;26;432;65;83;148;754
2018;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;10;407;59;81;148;705;10;407;59;81;149;706
2017;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;7;409;51;75;134;676;7;409;51;75;136;678
2016;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;5;367;52;64;118;606;5;367;52;64;121;609
2015;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;6;307;56;70;110;549;6;307;56;70;112;551
2014;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;9;299;48;70;112;538;9;299;48;70;113;539
2013;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;5;285;40;83;106;519;5;285;40;88;109;527
2012;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;3;247;47;86;107;490;3;247;47;93;107;497
2011;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;3;218;55;84;100;460;3;218;55;91;100;467
2010;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;1;217;56;86;97;457;1;218;56;95;97;467
2009;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;0;235;75;100;96;506;0;235;75;100;96;506
2008;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;0;243;70;81;90;484;0;243;70;81;90;484
2007;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;1;236;59;78;83;457;1;236;59;78;83;457
2006;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;1;246;64;83;77;471;1;246;64;83;77;471
2005;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;1;267;69;71;76;484;1;267;69;71;76;484
2004;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;0;281;62;64;74;481;0;281;62;64;74;481
2003;24403;okres;118;okres Praha 8;Praha 8 - Kobylisy;0;264;70;73;79;486;0;264;70;73;79;486
2019;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;18;520;73;119;153;883;18;520;73;121;157;889
2018;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;14;454;68;113;144;793;14;454;68;113;146;795
2017;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;12;417;70;98;125;722;12;417;70;98;126;723
2016;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;10;400;77;88;112;687;10;400;77;88;113;688
2015;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;24;340;82;77;97;620;24;340;82;80;98;624
2014;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;17;315;73;63;87;555;17;315;73;64;87;556
2013;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;27;313;56;71;93;560;27;313;56;71;93;560
2012;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;3;332;43;65;84;527;3;332;43;65;84;527
2011;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;1;294;48;67;76;486;1;294;48;68;76;487
2010;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;7;307;50;68;76;508;7;307;50;69;76;509
2009;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;0;283;54;72;70;479;0;283;54;72;70;479
2008;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;0;286;66;84;67;503;0;286;66;84;67;503
2007;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;1;270;67;87;74;499;1;270;67;87;74;499
2006;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;1;288;57;71;73;490;1;288;57;71;73;490
2005;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;4;271;61;84;73;493;4;271;61;84;73;493
2004;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;2;312;62;83;64;523;2;312;62;83;64;523
2003;24442;okres;119;okres Praha 9;Praha 9 - Horní Poèernice;1;313;70;87;64;535;1;313;70;87;64;535
2019;24096;kraj;210;Støedoèeský kraj;Praha 1 - Nové Mìsto;250;5114;828;855;1691;8738;250;5118;830;855;1705;8758
2018;24096;kraj;210;Støedoèeský kraj;Praha 1;186;4679;750;798;1617;8030;186;4684;751;800;1628;8049
2017;24096;kraj;210;Støedoèeský kraj;Praha 1;172;4562;652;774;1574;7734;172;4568;653;775;1582;7750
2016;24096;kraj;210;Støedoèeský kraj;Praha 1;179;4371;576;741;1568;7435;179;4378;576;742;1573;7448
2015;24096;kraj;210;Støedoèeský kraj;Praha 1;204;4154;552;744;1529;7183;204;4161;552;745;1532;7194
2014;24096;kraj;210;Støedoèeský kraj;Praha 1;141;3920;503;767;1446;6777;141;3928;503;767;1452;6791
2013;24096;kraj;210;Støedoèeský kraj;Praha 1;138;3654;476;781;1380;6429;138;3655;476;782;1382;6433
2012;24096;kraj;210;Støedoèeský kraj;Praha 1;149;3420;448;811;1338;6166;149;3421;450;812;1340;6172
2011;24096;kraj;210;Støedoèeský kraj;Praha 1;109;3359;465;830;1327;6090;109;3360;466;832;1331;6098
2010;24096;kraj;210;Støedoèeský kraj;Praha 1;150;3180;506;854;1282;5972;150;3181;508;855;1286;5980
2009;24096;kraj;210;Støedoèeský kraj;Praha 1;137;3059;528;836;1239;5799;137;3059;528;836;1239;5799
2008;24096;kraj;210;Støedoèeský kraj;Praha 1;103;2984;587;908;1256;5838;103;2984;587;908;1256;5838
2007;24096;kraj;210;Støedoèeský kraj;Praha 1;106;2913;646;809;1205;5679;106;2913;646;809;1205;5679
2006;24096;kraj;210;Støedoèeský kraj;Praha 1;45;2902;663;826;1162;5598;45;2902;663;826;1162;5598
2005;24096;kraj;210;Støedoèeský kraj;Praha 1;36;2971;672;814;1151;5644;36;2971;672;814;1151;5644
2004;24096;kraj;210;Støedoèeský kraj;Praha 1;30;3180;668;802;1209;5889;30;3180;668;802;1209;5889
2003;24096;kraj;210;Støedoèeský kraj;Praha 1;22;3402;674;813;1279;6190;22;3402;674;813;1279;6190
2019;24095;okres;211;okres Benešov;Benešov;8;355;49;46;119;577;8;355;49;46;120;578
2018;24095;okres;211;okres Benešov;Benešov;5;324;47;45;103;524;5;324;47;45;104;525
2017;24095;okres;211;okres Benešov;Benešov;8;305;37;38;95;483;8;305;37;38;96;484
2016;24095;okres;211;okres Benešov;Benešov;15;295;35;33;96;474;15;295;35;33;97;475
2015;24095;okres;211;okres Benešov;Benešov;7;255;21;37;93;413;7;255;21;37;94;414
2014;24095;okres;211;okres Benešov;Benešov;2;222;15;37;89;365;2;222;15;37;91;367
2013;24095;okres;211;okres Benešov;Benešov;5;211;16;36;80;348;5;211;16;36;80;348
2012;24095;okres;211;okres Benešov;Benešov;9;175;15;37;80;316;9;175;15;37;80;316
2011;24095;okres;211;okres Benešov;Benešov;5;146;17;34;83;285;5;146;17;34;83;285
2010;24095;okres;211;okres Benešov;Benešov;5;146;24;30;82;287;5;146;24;30;82;287
2009;24095;okres;211;okres Benešov;Benešov;6;134;33;29;78;280;6;134;33;29;78;280
2008;24095;okres;211;okres Benešov;Benešov;5;133;28;32;78;276;5;133;28;32;78;276
2007;24095;okres;211;okres Benešov;Benešov;7;124;28;23;77;259;7;124;28;23;77;259
2006;24095;okres;211;okres Benešov;Benešov;5;138;24;32;87;286;5;138;24;32;87;286
2005;24095;okres;211;okres Benešov;Benešov;9;135;27;34;83;288;9;135;27;34;83;288
2004;24095;okres;211;okres Benešov;Benešov;0;162;31;30;88;311;0;162;31;30;88;311
2003;24095;okres;211;okres Benešov;Benešov;2;177;39;32;92;342;2;177;39;32;92;342
2019;23587;okres;212;okres Beroun;Beroun 1;15;462;82;88;159;806;15;462;82;88;159;806
2018;23587;okres;212;okres Beroun;Beroun 1;14;412;64;68;144;702;14;412;64;68;145;703
2017;23587;okres;212;okres Beroun;Beroun 1;9;418;56;59;149;691;9;418;56;59;150;692
2016;23587;okres;212;okres Beroun;Beroun 1;20;379;56;56;150;661;20;379;56;56;150;661
2015;23587;okres;212;okres Beroun;Beroun 1;13;360;50;58;154;635;13;360;50;58;154;635
2014;23587;okres;212;okres Beroun;Beroun 1;9;360;36;65;147;617;9;360;36;65;147;617
2013;23587;okres;212;okres Beroun;Beroun 1;17;327;30;65;144;583;17;327;30;65;144;583
2012;23587;okres;212;okres Beroun;Beroun 1;10;322;33;68;128;561;10;322;33;68;128;561
2011;23587;okres;212;okres Beroun;Beroun 1;7;362;41;86;125;621;7;362;41;86;125;621
2010;23587;okres;212;okres Beroun;Beroun 1;15;354;49;81;138;637;15;354;49;81;138;637
2009;23587;okres;212;okres Beroun;Beroun 1;10;351;46;94;124;625;10;351;46;94;124;625
2008;23587;okres;212;okres Beroun;Beroun 1;9;278;62;107;138;594;9;278;62;107;138;594
2007;23587;okres;212;okres Beroun;Beroun 1;7;281;69;103;131;591;7;281;69;103;131;591
2006;23587;okres;212;okres Beroun;Beroun 1;2;215;46;74;102;439;2;215;46;74;102;439
2005;23587;okres;212;okres Beroun;Beroun 1;4;217;40;75;102;438;4;217;40;75;102;438
2004;23587;okres;212;okres Beroun;Beroun 1;0;226;53;85;119;483;0;226;53;85;119;483
2003;23587;okres;212;okres Beroun;Beroun 1;3;248;57;90;138;536;3;248;57;90;138;536
2019;23643;okres;213;okres Kladno;Kladno;25;412;52;76;132;697;25;413;52;76;134;700
2018;23643;okres;213;okres Kladno;Kladno;35;382;45;78;130;670;35;383;45;81;131;675
2017;23643;okres;213;okres Kladno;Kladno;14;373;44;73;127;631;14;373;44;74;128;633
2016;23643;okres;213;okres Kladno;Kladno;14;338;53;71;121;597;14;338;53;72;121;598
2015;23643;okres;213;okres Kladno;Kladno;20;348;55;67;119;609;20;348;55;67;119;609
2014;23643;okres;213;okres Kladno;Kladno;13;351;51;70;121;606;13;351;51;70;121;606
2013;23643;okres;213;okres Kladno;Kladno;5;320;47;72;114;558;5;320;47;72;114;558
2012;23643;okres;213;okres Kladno;Kladno;14;281;44;73;102;514;14;281;44;73;102;514
2011;23643;okres;213;okres Kladno;Kladno;7;284;49;77;99;516;7;284;49;77;99;516
2010;23643;okres;213;okres Kladno;Kladno;20;282;42;87;95;526;20;282;42;87;95;526
2009;23643;okres;213;okres Kladno;Kladno;24;277;48;84;89;522;24;277;48;84;89;522
2008;23643;okres;213;okres Kladno;Kladno;10;257;45;82;87;481;10;257;45;82;87;481
2007;23643;okres;213;okres Kladno;Kladno;3;239;47;80;84;453;3;239;47;80;84;453
2006;23643;okres;213;okres Kladno;Kladno;2;236;47;80;87;452;2;236;47;80;87;452
2005;23643;okres;213;okres Kladno;Kladno;3;271;63;70;85;492;3;271;63;70;85;492
2004;23643;okres;213;okres Kladno;Kladno;4;287;67;79;93;530;4;287;67;79;93;530
2003;23643;okres;213;okres Kladno;Kladno;5;281;71;83;96;536;5;281;71;83;96;536
2019;23680;okres;214;okres Kolín;Kolín 2;33;787;132;148;280;1380;33;787;132;148;280;1380
2018;23680;okres;214;okres Kolín;Kolín;32;728;126;155;269;1310;32;728;126;155;269;1310
2017;23680;okres;214;okres Kolín;Kolín;39;709;106;150;265;1269;39;709;106;150;265;1269
2016;23680;okres;214;okres Kolín;Kolín;18;672;86;141;276;1193;18;672;86;141;276;1193
2015;23680;okres;214;okres Kolín;Kolín;26;679;99;144;265;1213;26;679;99;144;265;1213
2014;23680;okres;214;okres Kolín;Kolín;27;671;85;146;266;1195;27;671;85;146;266;1195
2013;23680;okres;214;okres Kolín;Kolín;23;623;84;149;255;1134;23;623;84;150;255;1135
2012;23680;okres;214;okres Kolín;Kolín;10;585;79;159;242;1075;10;585;79;159;242;1075
2011;23680;okres;214;okres Kolín;Kolín;13;552;83;158;239;1045;13;552;83;158;239;1045
2010;23680;okres;214;okres Kolín;Kolín;12;529;101;143;213;998;12;529;101;143;213;998
2009;23680;okres;214;okres Kolín;Kolín;8;480;94;128;205;915;8;480;94;128;205;915
2008;23680;okres;214;okres Kolín;Kolín;2;495;79;139;188;903;2;495;79;139;188;903
2007;23680;okres;214;okres Kolín;Kolín;7;492;102;118;186;905;7;492;102;118;186;905
2006;23680;okres;214;okres Kolín;Kolín;5;480;96;114;180;875;5;480;96;114;180;875
