Year;ID_Unit;ID_UnitType;RegistrationNumber;UnitName;Location;RegularMembersTo6;RegularMembersTo15;RegularMembersTo18;RegularMembersTo26;RegularMembersFrom26;RegularMembers;MembersTo6;MembersTo15;MembersTo18;MembersTo26;MembersFrom26;Members
2011;25891;okres;531;okres Chrudim;Chrudim;6;465;114;181;237;1003;6;465;114;184;237;1006
2010;25891;okres;531;okres Chrudim;Chrudim;5;453;117;182;234;991;5;453;118;184;234;994
2009;25891;okres;531;okres Chrudim;Chrudim;11;464;102;195;231;1003;11;464;102;195;231;1003
2008;25891;okres;531;okres Chrudim;Chrudim;7;467;121;185;234;1014;7;467;121;185;234;1014
2007;25891;okres;531;okres Chrudim;Chrudim;2;454;136;176;231;999;2;454;136;176;231;999
2006;25891;okres;531;okres Chrudim;Chrudim;0;503;125;165;218;1011;0;503;125;165;218;1011
2005;25891;okres;531;okres Chrudim;Chrudim;1;541;126;160;205;1033;1;541;126;160;205;1033
2004;25891;okres;531;okres Chrudim;Chrudim;1;591;128;146;211;1077;1;591;128;146;211;1077
2003;25891;okres;531;okres Chrudim;Chrudim;1;617;136;157;276;1187;1;617;136;157;276;1187
2008;26822;okres;532;okres Pardubice;Pardubice;5;382;78;99;154;718;5;382;78;99;154;718
2007;26822;okres;532;okres Pardubice;Pardubice;4;362;82;114;152;714;4;362;82;114;152;714
2006;26822;okres;532;okres Pardubice;Pardubice;1;448;82;120;151;802;1;448;82;120;151;802
2005;26822;okres;532;okres Pardubice;Pardubice;0;474;91;131;160;856;0;474;91;131;160;856
2004;26822;okres;532;okres Pardubice;Pardubice;0;471;84;135;175;865;0;471;84;135;175;865
2003;26822;okres;532;okres Pardubice;Pardubice;0;461;89;148;179;877;0;461;89;148;179;877
2019;26896;okres;533;okres Svitavy;Moravská Tøebová;18;399;73;98;153;741;18;399;73;98;153;741
2018;26896;okres;533;okres Svitavy;Moravská Tøebová;24;363;79;95;142;703;24;363;79;95;142;703
2017;26896;okres;533;okres Svitavy;Moravská Tøebová;24;372;64;107;134;701;24;372;64;107;134;701
2016;26896;okres;533;okres Svitavy;Moravská Tøebová;28;346;62;104;125;665;28;346;62;104;125;665
2015;26896;okres;533;okres Svitavy;Moravská Tøebová;13;315;61;113;114;616;13;315;61;113;114;616
2014;26896;okres;533;okres Svitavy;Moravská Tøebová;1;310;64;115;102;592;1;310;64;115;103;593
2013;26896;okres;533;okres Svitavy;Moravská Tøebová;3;319;65;108;97;592;3;319;65;108;97;592
2012;26896;okres;533;okres Svitavy;Moravská Tøebová;2;302;67;101;101;573;2;302;67;102;101;574
2011;26896;okres;533;okres Svitavy;Moravská Tøebová;1;296;57;97;97;548;1;296;57;98;97;549
2010;26896;okres;533;okres Svitavy;Moravská Tøebová;0;286;67;90;93;536;0;286;67;91;93;537
2009;26896;okres;533;okres Svitavy;Moravská Tøebová;0;253;80;78;82;493;0;253;80;78;82;493
2008;26896;okres;533;okres Svitavy;Moravská Tøebová;0;285;74;73;77;509;0;285;74;73;77;509
2007;26896;okres;533;okres Svitavy;Moravská Tøebová;0;280;79;60;74;493;0;280;79;60;74;493
2006;26896;okres;533;okres Svitavy;Moravská Tøebová;0;269;61;60;73;463;0;269;61;60;73;463
2005;26896;okres;533;okres Svitavy;Moravská Tøebová;0;327;59;69;73;528;0;327;59;69;73;528
2004;26896;okres;533;okres Svitavy;Moravská Tøebová;0;341;53;67;74;535;0;341;53;67;74;535
2003;26896;okres;533;okres Svitavy;Moravská Tøebová;0;346;57;65;66;534;0;346;57;65;66;534
2019;26939;okres;534;okres Ústí nad Orlicí;Letohrad;52;937;167;212;363;1731;52;937;167;212;363;1731
2018;26939;okres;534;okres Ústí nad Orlicí;Letohrad;50;882;150;207;351;1640;50;882;150;207;351;1640
2017;26939;okres;534;okres Ústí nad Orlicí;Letohrad;42;898;133;203;348;1624;42;898;133;203;348;1624
2016;26939;okres;534;okres Ústí nad Orlicí;Letohrad;40;903;118;202;334;1597;40;904;118;202;334;1598
2015;26939;okres;534;okres Ústí nad Orlicí;Letohrad;37;855;116;196;322;1526;37;855;116;196;322;1526
2014;26939;okres;534;okres Ústí nad Orlicí;Letohrad;12;785;137;190;318;1442;12;785;137;190;318;1442
2013;26939;okres;534;okres Ústí nad Orlicí;Letohrad;11;727;131;181;311;1361;11;727;131;181;311;1361
2012;26939;okres;534;okres Ústí nad Orlicí;Letohrad;13;708;140;192;301;1354;13;708;140;192;301;1354
2011;26939;okres;534;okres Ústí nad Orlicí;Letohrad;15;697;146;201;297;1356;15;697;146;201;297;1356
2010;26939;okres;534;okres Ústí nad Orlicí;Letohrad;16;707;160;204;280;1367;16;707;160;204;280;1367
2009;26939;okres;534;okres Ústí nad Orlicí;Letohrad;21;712;163;206;242;1344;21;712;163;206;242;1344
2008;26939;okres;534;okres Ústí nad Orlicí;Letohrad;4;789;144;208;262;1407;4;789;144;208;262;1407
2007;26939;okres;534;okres Ústí nad Orlicí;Letohrad;10;786;144;204;248;1392;10;786;144;204;248;1392
2006;26939;okres;534;okres Ústí nad Orlicí;Letohrad;5;768;147;193;231;1344;5;768;147;193;231;1344
2005;26939;okres;534;okres Ústí nad Orlicí;Letohrad;5;751;151;228;259;1394;5;751;151;228;259;1394
2004;26939;okres;534;okres Ústí nad Orlicí;Letohrad;8;811;162;214;237;1432;8;811;162;214;237;1432
2003;26939;okres;534;okres Ústí nad Orlicí;Letohrad;3;885;172;198;229;1487;3;885;172;198;229;1487
2019;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;83;1377;265;306;658;2689;83;1377;265;306;659;2690
2018;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;62;1384;242;278;652;2618;62;1384;242;278;654;2620
2017;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;70;1358;232;257;627;2544;70;1358;232;257;628;2545
2016;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;46;1289;237;251;600;2423;46;1289;237;251;601;2424
2015;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;51;1237;199;256;560;2303;51;1237;199;256;561;2304
2014;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;48;1176;191;256;561;2232;48;1176;191;256;561;2232
2013;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;28;1101;185;254;522;2090;28;1101;185;255;522;2091
2012;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;35;1064;180;263;511;2053;35;1070;180;264;511;2060
2011;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;25;1056;183;287;493;2044;25;1058;184;288;494;2049
2010;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;16;1067;169;295;486;2033;16;1067;173;296;486;2038
2009;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;33;1061;203;323;460;2080;33;1061;203;323;460;2080
2008;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;26;1060;249;338;475;2148;26;1060;249;339;475;2149
2007;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;11;1056;274;349;450;2140;11;1056;274;349;450;2140
2006;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;7;1122;281;356;454;2220;7;1122;281;356;454;2220
2005;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;6;1268;315;363;469;2421;6;1268;315;363;469;2421
2004;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;7;1356;343;378;484;2568;7;1356;343;378;484;2568
2003;25105;kraj;610;kraj Vysoèina;Havlíèkùv Brod;9;1598;351;343;491;2792;9;1598;351;343;491;2792
2019;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;22;257;41;52;198;570;22;257;41;52;199;571
2018;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;14;270;38;44;207;573;14;270;38;44;208;574
2017;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;13;281;37;44;203;578;14;281;37;44;203;579
2016;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;13;263;45;48;190;559;13;263;45;48;190;559
2015;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;15;245;41;45;179;525;15;245;41;45;179;525
2014;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;11;221;46;45;180;503;11;221;46;45;180;503
2013;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;7;189;47;49;176;468;7;189;47;49;176;468
2012;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;2;186;42;55;161;446;2;186;42;55;161;446
2011;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;2;195;37;70;157;461;2;197;38;70;157;464
2010;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;0;217;37;68;161;483;0;217;39;68;161;485
2009;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;6;235;45;76;156;518;6;235;45;76;156;518
2008;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;12;316;81;101;186;696;12;316;81;101;186;696
2007;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;9;312;75;109;181;686;9;312;75;109;181;686
2006;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;2;318;72;104;196;692;2;318;72;104;196;692
2005;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;1;378;101;111;198;789;1;378;101;111;198;789
2004;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;6;400;114;128;205;853;6;400;114;128;205;853
2003;25107;okres;611;okres Havlíèkùv Brod;Havlíèkùv Brod 1;5;449;118;123;209;904;5;449;118;123;209;904
2013;25197;okres;612;okres Jihlava;Jihlava;0;0;0;0;0;0;0;0;0;0;0;0
2012;25197;okres;612;okres Jihlava;Jihlava;0;0;0;0;0;0;0;0;0;0;0;0
2011;25197;okres;612;okres Jihlava;Jihlava;0;0;0;0;0;0;0;0;0;0;0;0
2010;25197;okres;612;okres Jihlava;Jihlava;0;146;21;44;75;286;0;146;21;44;76;287
2009;25197;okres;612;okres Jihlava;Jihlava;1;132;20;40;72;265;1;132;20;40;72;265
2008;25197;okres;612;okres Jihlava;Jihlava;0;119;33;60;78;290;0;119;33;60;78;290
2007;25197;okres;612;okres Jihlava;Jihlava;0;107;20;53;67;247;0;107;20;53;67;247
2006;25197;okres;612;okres Jihlava;Jihlava;0;124;39;68;67;298;0;124;39;68;67;298
2005;25197;okres;612;okres Jihlava;Jihlava;1;157;47;61;77;343;1;157;47;61;77;343
2004;25197;okres;612;okres Jihlava;Jihlava;0;165;53;63;80;361;0;165;53;63;80;361
2003;25197;okres;612;okres Jihlava;Jihlava;1;207;51;52;72;383;1;207;51;52;72;383
2006;25270;okres;613;okres Pelhøimov;Pelhøimov;1;105;34;36;37;213;1;105;34;36;37;213
2005;25270;okres;613;okres Pelhøimov;Pelhøimov;1;112;38;26;34;211;1;112;38;26;34;211
2004;25270;okres;613;okres Pelhøimov;Pelhøimov;1;116;36;25;42;220;1;116;36;25;42;220
2003;25270;okres;613;okres Pelhøimov;Pelhøimov;2;82;22;10;25;141;2;82;22;10;25;141
2019;25292;okres;614;okres Tøebíè;Tøebíè;25;556;118;119;145;963;25;556;118;119;145;963
2018;25292;okres;614;okres Tøebíè;Tøebíè;31;546;108;98;146;929;31;546;108;98;146;929
2017;25292;okres;614;okres Tøebíè;Tøebíè;31;527;108;86;134;886;31;527;108;86;134;886
2016;25292;okres;614;okres Tøebíè;Tøebíè;19;505;102;78;135;839;19;505;102;78;135;839
2015;25292;okres;614;okres Tøebíè;Tøebíè;22;492;75;83;123;795;22;492;75;83;123;795
2014;25292;okres;614;okres Tøebíè;Tøebíè;14;474;67;85;117;757;14;474;67;85;117;757
2013;25292;okres;614;okres Tøebíè;Tøebíè;16;429;70;81;108;704;16;429;70;81;108;704
2012;25292;okres;614;okres Tøebíè;Tøebíè;24;398;68;81;107;678;24;404;68;81;107;684
2011;25292;okres;614;okres Tøebíè;Tøebíè;14;372;71;72;110;639;14;372;71;72;110;639
2010;25292;okres;614;okres Tøebíè;Tøebíè;10;356;50;61;97;574;10;356;50;61;97;574
2009;25292;okres;614;okres Tøebíè;Tøebíè;18;324;59;65;86;552;18;324;59;65;86;552
2008;25292;okres;614;okres Tøebíè;Tøebíè;9;312;65;73;85;544;9;312;65;74;85;545
2007;25292;okres;614;okres Tøebíè;Tøebíè;1;305;97;79;81;563;1;305;97;79;81;563
2006;25292;okres;614;okres Tøebíè;Tøebíè;1;355;79;82;81;598;1;355;79;82;81;598
2005;25292;okres;614;okres Tøebíè;Tøebíè;2;360;75;103;83;623;2;360;75;103;83;623
2004;25292;okres;614;okres Tøebíè;Tøebíè;0;457;84;102;78;721;0;457;84;102;78;721
2003;25292;okres;614;okres Tøebíè;Tøebíè;1;499;90;102;100;792;1;499;90;102;100;792
2006;25746;okres;615;okres Okresní rada Žïár nad Sázavou;Žïár nad Sázavou;3;220;57;66;73;419;3;220;57;66;73;419
2005;25746;okres;615;okres Okresní rada Žïár nad Sázavou;Žïár nad Sázavou;1;261;54;62;77;455;1;261;54;62;77;455
2004;25746;okres;615;okres Okresní rada Žïár nad Sázavou;Žïár nad Sázavou;0;218;56;60;79;413;0;218;56;60;79;413
2003;25746;okres;615;okres Okresní rada Žïár nad Sázavou;Žïár nad Sázavou;0;295;65;51;71;482;0;295;65;51;71;482
2019;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;316;5746;862;1089;1681;9694;316;5747;862;1091;1686;9702
2018;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;282;5280;815;1038;1506;8921;282;5280;815;1040;1510;8927
2017;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;228;4920;763;966;1400;8277;228;4920;763;967;1402;8280
2016;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;214;4608;690;944;1288;7744;214;4608;690;945;1291;7748
2015;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;227;4284;659;927;1204;7301;227;4286;659;928;1207;7307
2014;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;152;4108;562;947;1103;6872;153;4109;562;948;1104;6876
2013;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;130;3857;553;939;1047;6526;130;3858;553;942;1050;6533
2012;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;76;3694;544;931;957;6202;76;3694;549;935;961;6215
2011;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;77;3529;526;914;923;5969;77;3531;529;919;928;5984
2010;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;72;3295;575;896;855;5693;72;3296;575;896;857;5696
2009;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;49;3008;632;876;834;5399;49;3008;632;876;834;5399
2008;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;40;2867;684;890;806;5287;40;2867;684;890;806;5287
2007;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;26;2843;711;879;774;5233;26;2843;711;879;774;5233
2006;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;17;2918;728;839;748;5250;17;2918;728;839;748;5250
2005;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;25;3089;732;866;750;5462;25;3089;732;866;750;5462
2004;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;22;3353;727;868;748;5718;22;3353;727;868;748;5718
2003;23201;kraj;620;Jihomoravský kraj TGM;Brno 2;21;3497;693;831;729;5771;21;3497;693;831;729;5771
2019;23506;okres;621;okres Blansko;Boskovice;84;1000;154;192;344;1774;84;1001;154;194;346;1779
2018;23506;okres;621;okres Blansko;Boskovice;89;870;127;182;317;1585;89;870;127;184;318;1588
2017;23506;okres;621;okres Blansko;Boskovice;61;795;132;175;304;1467;61;795;132;177;304;1469
2016;23506;okres;621;okres Blansko;Boskovice;63;686;120;184;278;1331;63;686;120;185;278;1332
2015;23506;okres;621;okres Blansko;Boskovice;57;602;109;169;259;1196;57;602;109;170;259;1197
2014;23506;okres;621;okres Blansko;Boskovice;21;591;102;167;229;1110;21;591;102;168;229;1111
2013;23506;okres;621;okres Blansko;Boskovice;22;567;94;161;229;1073;22;567;94;161;229;1073
2012;23506;okres;621;okres Blansko;Boskovice;4;547;91;165;207;1014;4;547;91;165;207;1014
2011;23506;okres;621;okres Blansko;Boskovice;10;539;86;169;207;1011;10;539;86;169;207;1011
2010;23506;okres;621;okres Blansko;Boskovice;8;461;90;145;196;900;8;461;90;145;196;900
2009;23506;okres;621;okres Blansko;Boskovice;13;416;98;131;184;842;13;416;98;131;184;842
2008;23506;okres;621;okres Blansko;Boskovice;6;425;111;129;169;840;6;425;111;129;169;840
2007;23506;okres;621;okres Blansko;Boskovice;1;408;107;118;164;798;1;408;107;118;164;798
2006;23506;okres;621;okres Blansko;Boskovice;1;403;105;113;154;776;1;403;105;113;154;776
2005;23506;okres;621;okres Blansko;Boskovice;2;412;115;134;155;818;2;412;115;134;155;818
2004;23506;okres;621;okres Blansko;Boskovice;4;477;113;127;156;877;4;477;113;127;156;877
2003;23506;okres;621;okres Blansko;Boskovice;4;494;105;114;152;869;4;494;105;114;152;869
2019;23202;okres;622;okres Brno-mìsto;Brno 2;56;2110;354;449;588;3557;56;2110;354;451;592;3563
2018;23202;okres;622;okres Brno-mìsto;Brno 2;45;2013;345;427;534;3364;45;2013;345;429;536;3368
2017;23202;okres;622;okres Brno-mìsto;Brno 2;38;1845;303;408;492;3086;38;1845;303;409;493;3088
2016;23202;okres;622;okres Brno-mìsto;Brno 2;47;1675;276;388;454;2840;47;1675;276;389;456;2843
2015;23202;okres;622;okres Brno-mìsto;Brno 2;55;1566;253;374;408;2656;55;1568;253;375;410;2661
2014;23202;okres;622;okres Brno-mìsto;Brno 2;51;1507;231;401;364;2554;52;1508;231;402;365;2558
2013;23202;okres;622;okres Brno-mìsto;Brno 2;40;1386;235;396;340;2397;40;1387;235;397;343;2402
2012;23202;okres;622;okres Brno-mìsto;Brno 2;34;1331;208;394;289;2256;34;1331;208;396;292;2261
2011;23202;okres;622;okres Brno-mìsto;Brno 2;27;1284;204;382;273;2170;27;1284;204;383;278;2176
2010;23202;okres;622;okres Brno-mìsto;Brno 2;22;1228;233;374;260;2117;22;1228;233;374;262;2119
2009;23202;okres;622;okres Brno-mìsto;Brno 2;14;1087;267;351;279;1998;14;1087;267;351;279;1998
2008;23202;okres;622;okres Brno-mìsto;Brno 2;18;1034;297;376;275;2000;18;1034;297;376;275;2000
2007;23202;okres;622;okres Brno-mìsto;Brno 2;15;1074;315;381;270;2055;15;1074;315;381;270;2055
2006;23202;okres;622;okres Brno-mìsto;Brno 2;12;1156;308;329;273;2078;12;1156;308;329;273;2078
2005;23202;okres;622;okres Brno-mìsto;Brno 2;9;1229;307;339;273;2157;9;1229;307;339;273;2157
2004;23202;okres;622;okres Brno-mìsto;Brno 2;11;1286;318;357;271;2243;11;1286;318;357;271;2243
2003;23202;okres;622;okres Brno-mìsto;Brno 2;8;1333;258;354;254;2207;8;1333;258;354;254;2207
2019;23326;okres;623;okres Brno-venkov;Mìnín;113;1333;163;207;316;2132;113;1333;163;207;316;2132
2018;23326;okres;623;okres Brno-venkov;Mìnín;95;1176;168;194;299;1932;95;1176;168;194;299;1932
2017;23326;okres;623;okres Brno-venkov;Mìnín;64;1087;153;177;278;1759;64;1087;153;177;278;1759
2016;23326;okres;623;okres Brno-venkov;Mìnín;64;1059;132;173;257;1685;64;1059;132;173;257;1685
2015;23326;okres;623;okres Brno-venkov;Mìnín;82;973;144;187;246;1632;82;973;144;187;246;1632
2014;23326;okres;623;okres Brno-venkov;Mìnín;41;909;104;187;223;1464;41;909;104;187;223;1464
2013;23326;okres;623;okres Brno-venkov;Mìnín;41;868;110;199;211;1429;41;868;110;199;211;1429
2012;23326;okres;623;okres Brno-venkov;Mìnín;10;850;129;194;191;1374;10;850;129;194;192;1375
2011;23326;okres;623;okres Brno-venkov;Mìnín;12;783;117;182;181;1275;12;783;117;182;181;1275
2010;23326;okres;623;okres Brno-venkov;Mìnín;8;776;131;193;169;1277;8;776;131;193;169;1277
2009;23326;okres;623;okres Brno-venkov;Mìnín;10;763;150;190;156;1269;10;763;150;190;156;1269
2008;23326;okres;623;okres Brno-venkov;Mìnín;6;719;151;193;150;1219;6;719;151;193;150;1219
2007;23326;okres;623;okres Brno-venkov;Mìnín;5;705;146;183;136;1175;5;705;146;183;136;1175
2006;23326;okres;623;okres Brno-venkov;Mìnín;2;702;144;180;133;1161;2;702;144;180;133;1161
2005;23326;okres;623;okres Brno-venkov;Mìnín;6;731;144;177;126;1184;6;731;144;177;126;1184
2004;23326;okres;623;okres Brno-venkov;Mìnín;4;820;124;153;114;1215;4;820;124;153;114;1215
2003;23326;okres;623;okres Brno-venkov;Mìnín;5;736;120;135;106;1102;5;736;120;135;106;1102
2019;23548;okres;624;okres Bøeclav;Bøeclav 2;10;158;23;35;54;280;10;158;23;35;54;280
2018;23548;okres;624;okres Bøeclav;Bøeclav 2;11;149;21;30;52;263;11;149;21;30;52;263
2017;23548;okres;624;okres Bøeclav;Bøeclav 2;15;122;30;24;50;241;15;122;30;24;50;241
2016;23548;okres;624;okres Bøeclav;Bøeclav 2;9;112;28;20;47;216;9;112;28;20;47;216
2015;23548;okres;624;okres Bøeclav;Bøeclav 2;3;114;25;22;46;210;3;114;25;22;46;210
2014;23548;okres;624;okres Bøeclav;Bøeclav 2;4;137;14;23;47;225;4;137;14;23;47;225
2013;23548;okres;624;okres Bøeclav;Bøeclav 2;2;142;14;21;50;229;2;142;14;23;51;232
2012;23548;okres;624;okres Bøeclav;Bøeclav 2;0;134;24;18;55;231;0;134;28;20;57;239
2011;23548;okres;624;okres Bøeclav;Bøeclav 2;0;132;25;26;46;229;0;133;28;30;47;238
2010;23548;okres;624;okres Bøeclav;Bøeclav 2;0;112;21;31;42;206;0;112;21;31;42;206
2009;23548;okres;624;okres Bøeclav;Bøeclav 2;0;123;8;42;39;212;0;123;8;42;39;212
2008;23548;okres;624;okres Bøeclav;Bøeclav 2;0;110;13;37;39;199;0;110;13;37;39;199
2007;23548;okres;624;okres Bøeclav;Bøeclav 2;0;99;17;33;39;188;0;99;17;33;39;188
2006;23548;okres;624;okres Bøeclav;Bøeclav 2;0;78;17;41;36;172;0;78;17;41;36;172
2005;23548;okres;624;okres Bøeclav;Bøeclav 2;1;75;19;46;36;177;1;75;19;46;36;177
2004;23548;okres;624;okres Bøeclav;Bøeclav 2;1;91;27;47;36;202;1;91;27;47;36;202
2003;23548;okres;624;okres Bøeclav;Bøeclav 2;2;155;65;49;39;310;2;155;65;49;39;310
2019;23421;okres;625;okres Hodonín;Vracov;20;632;78;95;165;990;20;632;78;95;166;991
2018;23421;okres;625;okres Hodonín;Vracov;10;596;73;96;154;929;10;596;73;96;154;929
2017;23421;okres;625;okres Hodonín;Vracov;25;580;68;93;141;907;25;580;68;93;141;907
2016;23421;okres;625;okres Hodonín;Vracov;12;586;70;78;136;882;12;586;70;78;136;882
2015;23421;okres;625;okres Hodonín;Vracov;10;540;77;78;131;836;10;540;77;78;131;836
2014;23421;okres;625;okres Hodonín;Vracov;19;511;65;80;123;798;19;511;65;80;123;798
2013;23421;okres;625;okres Hodonín;Vracov;5;504;50;87;110;756;5;504;50;87;110;756
2012;23421;okres;625;okres Hodonín;Vracov;4;465;45;84;102;700;4;465;46;84;102;701
2011;23421;okres;625;okres Hodonín;Vracov;5;432;48;88;103;676;5;433;48;88;103;677
2010;23421;okres;625;okres Hodonín;Vracov;5;406;54;86;90;641;5;407;54;86;90;642
2009;23421;okres;625;okres Hodonín;Vracov;6;341;57;88;80;572;6;341;57;88;80;572
2008;23421;okres;625;okres Hodonín;Vracov;3;332;56;86;75;552;3;332;56;86;75;552
2007;23421;okres;625;okres Hodonín;Vracov;2;334;68;101;66;571;2;334;68;101;66;571
2006;23421;okres;625;okres Hodonín;Vracov;2;335;79;106;66;588;2;335;79;106;66;588
2005;23421;okres;625;okres Hodonín;Vracov;3;385;94;107;69;658;3;385;94;107;69;658
2004;23421;okres;625;okres Hodonín;Vracov;1;407;101;113;73;695;1;407;101;113;73;695
2003;23421;okres;625;okres Hodonín;Vracov;2;454;96;113;69;734;2;454;96;113;69;734
2007;23473;okres;626;okres Vyškov;Vyškov;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2006;23473;okres;626;okres Vyškov;Vyškov;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2005;23473;okres;626;okres Vyškov;Vyškov;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2004;23473;okres;626;okres Vyškov;Vyškov;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2003;23473;okres;626;okres Vyškov;Vyškov;0;19;9;2;8;38;0;19;9;2;8;38
2011;23492;okres;627;okres Znojmo;Dobšice;0;0;0;0;0;0;0;0;0;0;0;0
2010;23492;okres;627;okres Znojmo;Dobšice;7;85;22;37;55;206;7;85;22;37;55;206
2009;23492;okres;627;okres Znojmo;Dobšice;2;93;29;43;53;220;2;93;29;43;53;220
2008;23492;okres;627;okres Znojmo;Dobšice;6;107;42;42;53;250;6;107;42;42;53;250
2007;23492;okres;627;okres Znojmo;Dobšice;2;118;38;40;53;251;2;118;38;40;53;251
2006;23492;okres;627;okres Znojmo;Dobšice;0;166;40;45;48;299;0;166;40;45;48;299
2005;23492;okres;627;okres Znojmo;Dobšice;4;158;26;42;50;280;4;158;26;42;50;280
2004;23492;okres;627;okres Znojmo;Dobšice;1;167;25;44;64;301;1;167;25;44;64;301
2003;23492;okres;627;okres Znojmo;Dobšice;0;171;20;37;65;293;0;171;20;37;65;293
2019;25301;kraj;710;Olomoucký kraj;Olomouc;137;2291;362;468;834;4092;137;2291;362;468;837;4095
2018;25301;kraj;710;Olomoucký kraj;Olomouc;101;2113;351;459;761;3785;101;2113;351;459;764;3788
2017;25301;kraj;710;Olomoucký kraj;Olomouc;99;2038;334;446;715;3632;99;2038;334;446;718;3635
2016;25301;kraj;710;Olomoucký kraj;Olomouc;92;2053;290;457;673;3565;92;2053;290;457;676;3568
2015;25301;kraj;710;Olomoucký kraj;Olomouc;71;1980;292;442;633;3418;71;1980;292;442;636;3421
2014;25301;kraj;710;Olomoucký kraj;Olomouc;44;1852;265;448;604;3213;44;1852;265;448;606;3215
2013;25301;kraj;710;Olomoucký kraj;Olomouc;44;1717;271;464;568;3064;44;1717;271;467;570;3069
2012;25301;kraj;710;Olomoucký kraj;Olomouc;38;1691;265;474;539;3007;38;1691;267;481;541;3018
2011;25301;kraj;710;Olomoucký kraj;Olomouc;48;1547;272;462;525;2854;48;1547;276;469;527;2867
2010;25301;kraj;710;Olomoucký kraj;Olomouc;37;1549;301;445;528;2860;37;1549;309;459;530;2884
2009;25301;kraj;710;Olomoucký kraj;Olomouc;37;1435;379;494;525;2870;37;1435;379;494;525;2870
2008;25301;kraj;710;Olomoucký kraj;Olomouc;25;1494;441;474;520;2954;25;1494;441;474;520;2954
2007;25301;kraj;710;Olomoucký kraj;Olomouc;42;1593;424;483;515;3057;42;1593;424;483;515;3057
2006;25301;kraj;710;Olomoucký kraj;Olomouc;17;1743;420;448;516;3144;17;1743;420;448;516;3144
2005;25301;kraj;710;Olomoucký kraj;Olomouc;10;1877;405;398;453;3143;10;1877;405;398;453;3143
2004;25301;kraj;710;Olomoucký kraj;Olomouc;9;1828;408;396;455;3096;9;1828;408;396;455;3096
2003;25301;kraj;710;Olomoucký kraj;Olomouc;9;1930;362;419;446;3166;9;1930;362;419;446;3166
2008;25106;okres;711;Okres Jeseník;Jeseník;0;62;14;16;21;113;0;62;14;16;21;113
