polozka;rok_2010;rok_2011;rok_2012;rok_2013;rok_2014;rok_2015;rok_2016;rok_2017;rok_2018;rok_2019
poèet všech èlenù;45248;45589;46689;48098;50439;53028;55533;57840;60520;64383
