Year;ID_Unit;ID_UnitType;RegistrationNumber;UnitName;Location;RegularMembersTo6;RegularMembersTo15;RegularMembersTo18;RegularMembersTo26;RegularMembersFrom26;RegularMembers;MembersTo6;MembersTo15;MembersTo18;MembersTo26;MembersFrom26;Members
2019;24686;stredisko;814.05;středisko Štramberk;Štramberk;3;44;5;5;19;76;3;44;5;5;19;76
2019;24694;stredisko;814.06;středisko Odry;Vražné;1;122;19;18;18;178;1;122;19;18;18;178
2019;24698;stredisko;814.07;středisko Albrechtičky;Albrechtičky;7;94;13;16;36;166;7;94;13;16;36;166
2019;29007;stredisko;815.01;přístav Černý čáp Opava;Opava 1;5;83;10;15;15;128;5;83;10;15;15;128
2019;24705;stredisko;815.02;středisko Zvon Opava;Opava;0;140;33;21;30;224;0;140;33;21;30;224
2019;24710;stredisko;815.03;středisko Jih Opava;Opava;0;35;5;10;11;61;0;35;5;10;11;61
2019;24714;stredisko;815.04;přístav Poseidon Opava;Opava 1;0;35;4;7;17;63;0;35;4;7;17;63
2019;24720;stredisko;815.05;středisko Ostrá Hůrka Háj ve Slezsku;Štítina;0;55;11;13;31;110;0;55;11;13;31;110
2019;24726;stredisko;815.08;středisko Salvator Dolní Životice;Dolní Životice;1;28;6;6;3;44;1;28;6;6;3;44
2019;24732;stredisko;815.09;středisko DVOJKA Nový Jičín;Nový Jičín;0;40;6;9;22;77;0;40;6;9;22;77
2019;29315;stredisko;816.01;středisko Ludgeřovice;Ludgeřovice;1;75;1;0;9;86;1;75;1;0;10;87
2019;24748;stredisko;816.02;středisko Mariánské Ostrava;Ostrava - Mariánské Hory;3;25;5;7;20;60;3;25;5;7;20;60
2019;29300;stredisko;816.03;středisko Těrlicko;Těrlicko;0;40;2;15;2;59;0;40;2;15;2;59
2019;24757;stredisko;816.04;středisko Svatý Jiří Ostrava;Ostrava - Moravská Ostrava;1;77;18;23;12;131;1;77;18;23;12;131
2019;24765;stredisko;816.05;středisko Strážci Ostrava;Ostrava - Svinov;0;29;5;10;13;57;0;29;5;10;13;57
2019;24773;stredisko;816.06;středisko Ještěr Ostrava;Ostrava - Svinov;0;43;3;3;11;60;0;43;3;3;11;60
2019;24777;stredisko;816.07;středisko Klimkovice;Klimkovice;0;28;5;7;10;50;0;28;5;7;10;50
2019;24994;stredisko;816.08;přístav VIRIBUS UNITIS Ostrava;Ostrava - Poruba;0;42;6;6;19;73;0;42;6;6;19;73
2019;24787;stredisko;816.09;středisko Osmačtyřicítka Ostrava;Ostrava - Zábřeh;13;84;19;26;31;173;13;84;19;26;31;173
2019;24796;stredisko;816.10;středisko Modrý šíp Ostrava;Ostrava - Hrabůvka;0;56;14;10;18;98;0;56;14;10;18;98
2019;24801;stredisko;816.11;středisko Zábřeh Ostrava;Ostrava - Zábřeh;2;35;7;10;9;63;2;35;7;10;9;63
2019;24815;stredisko;816.14;přístav Eskadra Ostrava;Ostrava - Poruba;3;65;12;18;33;131;3;65;12;18;34;132
2019;24822;stredisko;816.15;středisko Stará Bělá;Ostrava - Stará Bělá;0;62;17;17;23;119;0;62;17;17;23;119
2019;24831;stredisko;816.16;středisko Polanka nad Odrou;Ostrava - Polanka nad Odrou;9;70;13;9;11;112;9;70;13;9;11;112
2019;27074;zvlastniJednotka;900.01;Kapitanát vodních skautů;Praha 1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;8;8
2019;27075;zvlastniJednotka;900.02;Junácká rezervace Červený Hrádek;Praha 1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;13;13
2019;27076;zvlastniJednotka;900.03;Skautský institut;Praha 1 - Staré Město;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;7;27;34
2019;27077;zvlastniJednotka;900.04;Skautská ochranná služba;Praha 1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;4;10;26;40
2019;27078;zvlastniJednotka;900.05;Tiskové a distribuční centrum;Praha 1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;14;14
2019;27079;zvlastniJednotka;900.06;Klub skautských sběratelů Junáka;Praha 1;0;0;0;0;0;0;0;0;0;3;68;71
2019;27073;zvlastniJednotka;900.07;Vzdělávací středisko Gemini;Praha 1;0;0;0;0;0;0;0;0;0;0;22;22
2019;27080;zvlastniJednotka;900.08;Hospodářská správa Kmene dospělých;Praha 1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;9;9
2019;27081;zvlastniJednotka;900.09;Skautské záchranářské středisko;Praha 1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;5;29;34
2019;27069;zvlastniJednotka;900.10;Krajinská České Budějovice;České Budějovice;0;0;0;0;6;6;0;0;0;0;14;14
2019;27082;zvlastniJednotka;900.11;Centrum vzdělávání Parvula;Praha 3;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;23;24
2019;27785;zvlastniJednotka;900.12;Kaprálův mlýn;Ochoz u Brna;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;9;9
2019;27827;zvlastniJednotka;900.13;Skautské základny VAVÉHA;České Budějovice;0;0;0;0;1;1;0;0;0;0;12;12
2019;28275;zvlastniJednotka;900.14;Středisko správy majetku;Praha 1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;3;3
2019;28610;zvlastniJednotka;900.15;Skautské centrum Domašov;Domašov nad Bystřicí;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;21;21
