Year;ID_Unit;ID_UnitType;RegistrationNumber;UnitName;Location;RegularMembersTo6;RegularMembersTo15;RegularMembersTo18;RegularMembersTo26;RegularMembersFrom26;RegularMembers;MembersTo6;MembersTo15;MembersTo18;MembersTo26;MembersFrom26;Members
2019;25662;stredisko;513.12;středisko Hrádek nad Nisou;Hrádek nad Nisou;0;37;1;0;9;47;0;37;1;0;9;47
2019;25666;stredisko;513.15;středisko Dub Český Dub;Český Dub;1;50;6;8;20;85;1;50;6;8;20;85
2019;25678;stredisko;514.01;středisko Varta Semily;Semily;6;114;18;26;51;215;6;114;18;26;51;215
2019;25686;stredisko;514.02;středisko Štika Turnov;Turnov;13;190;30;49;53;335;13;190;30;49;53;335
2019;25695;stredisko;514.03;středisko Jilm Jilemnice;Jilemnice;13;146;25;20;52;256;13;146;25;20;53;257
2019;25706;stredisko;514.06;středisko Údolí Železný Brod;Železný Brod;6;40;4;5;20;75;6;40;4;5;20;75
2019;25713;stredisko;514.07;středisko Lípa Tatobity;Tatobity;1;34;0;9;11;55;1;34;0;9;11;55
2019;25722;stredisko;514.11;středisko Jestřáb Jilemnice;Jilemnice;0;36;7;7;26;76;0;36;7;7;26;76
2019;25128;stredisko;521.01;středisko Františka Barvíře Třebechovice pod Orebem;Třebechovice pod Orebem;9;91;6;15;35;156;9;91;6;15;35;156
2019;25899;stredisko;521.02;středisko Střela Stěžery;Stěžery;4;65;6;4;7;86;4;65;6;4;8;87
2019;25924;stredisko;521.03;středisko Černého havrana Chlumec nad Cidlinou;Chlumec nad Cidlinou;4;79;7;4;30;124;4;79;7;4;30;124
2019;26011;stredisko;522.01;středisko Brána Jičín;Jičín;2;65;7;18;30;122;2;65;7;18;30;122
2019;26319;stredisko;522.02;středisko Hořice;Hořice;4;45;12;13;31;105;4;45;12;13;31;105
2019;26325;stredisko;522.03;středisko Sopka Nová Paka;Nová Paka;5;66;8;20;35;134;5;66;8;20;35;134
2019;26329;stredisko;522.04;středisko Svatého Jiří Miletín;Miletín;0;0;0;0;5;5;0;0;0;0;5;5
2019;26333;stredisko;522.05;středisko Lázně Bělohrad;Lázně Bělohrad;1;40;9;4;9;63;1;40;9;4;11;65
2019;26345;stredisko;523.01;středisko Náchod;Náchod;16;166;37;30;54;303;16;166;37;30;56;305
2019;26373;stredisko;523.04;středisko Skaláci Police nad Metují;Police nad Metují;6;54;9;13;17;99;6;54;9;14;17;100
2019;26378;stredisko;523.06;středisko Šedého vlka Broumov;Broumov;0;18;1;7;17;43;0;18;1;7;17;43
2019;26383;stredisko;523.07;středisko Červený Kostelec;Červený Kostelec;0;105;24;45;97;271;0;105;24;45;97;271
2019;26392;stredisko;523.09;středisko Jiřího Šimáně Česká Skalice;Česká Skalice;1;55;4;16;20;96;1;55;4;16;20;96
2019;26399;stredisko;523.10;středisko ÚTA Nové Město nad Metují;Nové Město nad Metují;8;137;28;43;48;264;8;137;28;43;49;265
2019;26408;stredisko;523.11;středisko Jaroměř;Jaroměř 1;1;44;11;9;20;85;1;44;11;9;20;85
2019;26416;stredisko;524.01;středisko Stetson Rychnov nad Kněžnou;Rychnov nad Kněžnou;2;72;22;27;45;168;2;72;22;27;45;168
2019;26421;stredisko;524.03;středisko Kostelec nad Orlicí;Kostelec nad Orlicí;2;63;3;12;24;104;2;63;3;13;24;105
2019;26429;stredisko;524.06;středisko Opočno;Opočno;1;59;1;11;33;105;1;59;1;11;33;105
2019;26434;stredisko;524.07;středisko Dobruška;Dobruška;14;116;21;25;49;225;14;116;21;25;49;225
2019;26445;stredisko;524.09;středisko Vamberk;Vamberk;6;44;3;2;20;75;6;44;3;2;20;75
2019;26455;stredisko;525.01;středisko Hraničář Trutnov;Trutnov;3;70;13;7;30;123;3;70;13;7;31;124
2019;26463;stredisko;525.02;středisko Zvičina Dvůr Králové nad Labem;Dvůr Králové nad Labem;10;110;13;10;38;181;10;110;13;10;38;181
2019;26473;stredisko;525.03;středisko Permoník Rtyně v Podkrkonoší;Rtyně v Podkrkonoší;0;76;14;10;15;115;0;76;14;10;15;115
2019;26478;stredisko;525.04;středisko Dobráček Hostinné;Hostinné;6;139;27;22;43;237;6;139;27;23;44;239
2019;26486;stredisko;525.05;středisko Krakonoš Vrchlabí;Vrchlabí;0;50;4;6;14;74;0;50;4;6;14;74
2019;26492;stredisko;525.06;středisko Araukarit Malé Svatoňovice;Malé Svatoňovice;0;38;7;5;8;58;0;38;7;5;8;58
2019;26498;stredisko;525.07;středisko Svoboda nad Úpou;Svoboda nad Úpou;0;31;5;2;9;47;0;31;5;2;9;47
2019;26503;stredisko;526.01;středisko K. Šimka Hradec Králové;Hradec Králové;9;158;28;22;49;266;9;159;28;22;52;270
2019;26510;stredisko;526.02;středisko Rotunda Hradec Králové;Hradec Králové 3;2;31;4;6;35;78;2;31;4;6;35;78
2019;26520;stredisko;526.04;středisko Kukleny Hradec Králové;Hradec Králové;5;55;14;7;43;124;5;55;14;7;43;124
2019;26526;stredisko;526.05;středisko Svatého Jiří Hradec Králové;Hradec Králové;1;87;18;29;20;155;1;87;18;29;20;155
2019;26531;stredisko;526.06;středisko Rybárny Hradec Králové;Hradec Králové;6;36;7;5;29;83;6;36;7;5;29;83
2019;26537;stredisko;526.07;středisko Želivák Hradec Králové;Hradec Králové 9;7;36;3;2;25;73;7;36;3;2;25;73
2019;25893;stredisko;531.01;středisko Chrudim;Chrudim;1;61;4;5;15;86;1;61;4;5;16;87
2019;25926;stredisko;531.02;středisko Slatiňany;Slatiňany;0;128;17;43;78;266;0;128;17;43;78;266
2019;26017;stredisko;531.03;středisko Skála Hlinsko;Hlinsko v Čechách;1;49;6;16;39;111;1;50;6;16;39;112
2019;26767;stredisko;531.04;středisko Ležáky Skuteč;Skuteč;2;85;26;33;50;196;2;85;26;33;50;196
2019;26777;stredisko;531.06;středisko Chrast;Chrast u Chrudimě;0;28;3;13;29;73;0;28;3;13;29;73
2019;26785;stredisko;531.07;středisko Kelt Nasavrky;Nasavrky;0;26;6;7;14;53;0;26;6;7;14;53
2019;26790;stredisko;531.08;středisko Leknín Heřmanův Městec;Heřmanův Městec;3;38;6;7;30;84;3;38;6;7;30;84
2019;26801;stredisko;531.10;středisko Toulovec Proseč;Proseč 188;3;80;16;11;27;137;3;80;16;11;27;137
2019;26807;stredisko;531.11;středisko Tangram Luže;Luže;7;33;4;12;22;78;7;33;4;12;23;79
2019;26817;stredisko;531.13;středisko Kameničky;Kameničky;0;30;12;5;15;62;0;30;12;5;15;62
2019;26834;stredisko;532.03;středisko Lázně Bohdaneč;Pardubice 3;0;75;4;7;28;114;0;75;4;7;28;114
2019;26842;stredisko;532.04;středisko Chvaletice;Chvaletice;0;25;1;4;9;39;0;25;1;4;9;39
2019;26847;stredisko;532.05;středisko Holice;Holice;1;69;9;24;14;117;1;69;9;24;14;117
2019;26853;stredisko;532.06;středisko Šestka Pardubice;Pardubice;0;55;10;8;41;114;0;55;10;8;41;114
2019;26859;stredisko;532.07;přístav Sedmička Pardubice;Pardubice;0;55;13;6;28;102;0;55;13;6;28;102
2019;26864;stredisko;532.08;středisko Přelouč;Přelouč;11;88;15;14;37;165;11;88;15;14;38;166
2019;26874;stredisko;532.10;středisko Dívčí Pardubice;Pardubice;2;59;11;9;26;107;2;59;11;9;31;112
2019;26882;stredisko;532.11;středisko A. Bartoše Sezemice;Sezemice;2;42;7;8;11;70;2;42;7;8;11;70
2019;26886;stredisko;532.12;středisko Polaris Pardubice;Pardubice;4;126;21;25;70;246;4;130;22;26;73;255
2019;26897;stredisko;533.01;středisko Smrček Svitavy;Svitavy 2;2;78;13;10;16;119;2;78;13;10;16;119
2019;26907;stredisko;533.02;středisko Liliový kruh Litomyšl;Litomyšl;2;108;18;41;31;200;2;108;18;41;31;200
2019;26919;stredisko;533.03;středisko Tilia Polička;Polička;0;46;4;15;35;100;0;46;4;15;35;100
2019;26923;stredisko;533.04;středisko Moravská Třebová;Moravská Třebová;2;101;21;18;41;183;2;101;21;18;41;183
2019;26935;stredisko;533.07;středisko Dolní Újezd;Dolní Újezd;12;66;17;14;30;139;12;66;17;14;30;139
2019;26940;stredisko;534.01;středisko Orlice Ústí nad Orlicí;Ústí nad Orlicí;2;80;15;14;14;125;2;80;15;14;14;125
2019;26946;stredisko;534.03;středisko Javor Česká Třebová;Česká Třebová;17;166;36;43;33;295;17;166;36;43;33;295
2019;26955;stredisko;534.04;středisko Skály Choceň;Choceň;0;75;14;14;19;122;0;75;14;14;19;122
2019;26963;stredisko;534.05;středisko Vysoké Mýto;Vysoké Mýto;0;50;4;14;29;97;0;50;4;14;29;97
2019;26974;stredisko;534.06;středisko Zubr a Dikobraz Lanškroun;Lanškroun;1;147;19;33;74;274;1;147;19;33;74;274
2019;26985;stredisko;534.07;středisko Žamberk;Žamberk;4;68;9;12;28;121;4;68;9;12;28;121
2019;26991;stredisko;534.08;středisko Bratra Robina Letohrad;Letohrad;22;172;32;43;85;354;22;172;32;43;85;354
2019;27008;stredisko;534.09;středisko Medvěd Jablonné nad Orlicí;Jablonné nad Orlicí;0;26;7;7;16;56;0;26;7;7;16;56
2019;27014;stredisko;534.11;středisko Rikitan Brandýs nad Orlicí;Brandýs nad Orlicí;1;55;13;8;12;89;1;55;13;8;12;89
2019;27020;stredisko;534.12;středisko Dolní Dobrouč;Dolní Dobrouč;0;52;7;16;33;108;0;52;7;16;33;108
2019;27036;stredisko;534.15;středisko Bílá liška Červená Voda;Červená Voda;5;46;11;8;20;90;5;46;11;8;20;90
2019;25135;stredisko;610.23;středisko Doubravka Chotěboř;Chotěboř;3;56;18;23;38;138;3;56;18;23;39;139
2019;25111;stredisko;611.01;středisko Bobři Havlíčkův Brod;Havlíčkův Brod;2;63;4;28;48;145;2;63;4;28;48;145
2019;25147;stredisko;611.04;středisko Ledeč nad Sázavou;Ledeč nad Sázavou;13;37;7;0;27;84;13;37;7;0;27;84
2019;25153;stredisko;611.05;středisko Goliath Přibyslav;Přibyslav;4;70;6;13;68;161;4;70;6;13;68;161
2019;25185;stredisko;611.10;středisko Bobříci Havlíčkův Brod;Havlíčkův Brod;3;87;24;11;55;180;3;87;24;11;56;181
2019;25198;stredisko;612.01;středisko Zvon Jihlava;Jihlava;0;36;7;0;26;69;0;36;7;0;26;69
2019;25218;stredisko;612.02;středisko Batelov;Batelov;0;21;1;6;18;46;0;21;1;6;18;46
2019;25235;stredisko;612.04;středisko Divočáci Jihlava;Jihlava;1;53;14;15;33;116;1;53;14;15;33;116
2019;25271;stredisko;613.03;středisko Orlík Humpolec;Humpolec;4;40;9;9;21;83;4;40;9;9;21;83
2019;25277;stredisko;613.04;středisko Sušený tresky Počátky;Počátky;0;14;2;10;5;31;0;14;2;10;5;31
2019;25288;stredisko;613.05;středisko Pelhřimov;Pelhřimov;10;75;11;7;17;120;10;75;11;7;17;120
2019;25293;stredisko;614.01;středisko Srdíčko Třebíč;Třebíč;6;212;48;25;27;318;6;212;48;25;28;319
2019;25228;stredisko;614.03;středisko Luka nad Jihlavou;Luka nad Jihlavou;2;72;5;16;12;107;2;72;5;16;12;107
2019;25315;stredisko;614.04;středisko Moravská Orlice Moravské Budějovice;Moravské Budějovice;4;77;18;18;15;132;4;77;18;18;15;132
2019;25324;stredisko;614.05;středisko Jemnice;Jemnice;1;40;12;15;30;98;1;40;12;15;30;98
2019;25334;stredisko;614.06;středisko Budišov;Budišov;0;22;12;6;15;55;0;22;12;6;15;55
2019;25540;stredisko;614.07;středisko Velké Meziříčí;Uhřínov;12;61;14;23;13;123;12;61;14;23;13;123
2019;25737;stredisko;614.10;přístav Žlutá Ponorka Třebíč;Třebíč;0;72;9;16;33;130;0;73;9;16;33;131
2019;25752;stredisko;615.02;středisko Bílý štít Nové Město na Moravě;Nové Město na Moravě;1;70;14;24;36;145;1;70;14;24;36;145
2019;25758;stredisko;615.03;středisko Klen Bystřice nad Pernštejnem;Bystřice nad Pernštejnem;16;71;10;11;28;136;16;71;10;11;28;136
2019;25765;stredisko;615.04;přístav Racek Žďár nad Sázavou;Žďár nad Sázavou;0;51;3;14;36;104;0;51;3;14;36;104
2019;25771;stredisko;615.05;středisko Svratka;Svratka;0;22;5;5;19;51;0;22;5;5;19;51
2019;25778;stredisko;615.06;středisko Parkán Polná;Polná;1;55;12;11;38;117;1;55;12;11;38;117
2019;23542;stredisko;621.01;středisko Srdce na dlani Blansko;Blansko;12;186;28;38;49;313;12;186;28;38;49;313
2019;23507;stredisko;621.02;středisko Rájec-Jestřebí;Rájec-Jestřebí;0;59;3;13;30;105;0;59;3;13;30;105
2019;23512;stredisko;621.03;středisko Boskovice;Boskovice;26;232;39;44;98;439;26;232;39;44;99;440
2019;23521;stredisko;621.04;středisko Erb Letovice;Letovice;13;61;11;10;38;133;13;62;11;10;39;135
2019;23527;stredisko;621.05;středisko Jedovnice;Jedovnice;2;130;29;26;48;235;2;130;29;26;48;235
2019;23537;stredisko;621.07;středisko Světla Blansko;Blansko;31;332;44;61;81;549;31;332;44;63;83;553
2019;23203;stredisko;622.01;středisko Řehoře Mendla Brno;Brno 2;10;133;13;27;31;214;10;133;13;28;34;218
2019;23210;stredisko;622.02;středisko Dvojka Brno;Brno;1;131;21;19;45;217;1;131;21;19;45;217
2019;23222;stredisko;622.06;středisko A je to! Brno;Brno;1;99;24;20;30;174;1;99;24;20;31;175
2019;23228;stredisko;622.08;středisko Milana Genserka Brno;Brno;0;127;13;20;23;183;0;127;13;20;23;183
2019;29012;stredisko;622.09;středisko Ignis Brno;Brno 23;6;174;29;30;44;283;6;174;30;30;44;284
2019;23235;stredisko;622.10;středisko Mafeking Brno;Brno 15;5;118;20;26;35;204;5;118;20;26;35;204
2019;23241;stredisko;622.12;středisko Královo Pole Brno;Brno;4;111;12;27;36;190;4;111;12;27;36;190
2019;23246;stredisko;622.13;středisko Hiawatha Brno;Brno 13;6;152;12;17;47;234;6;152;12;17;49;236
2019;23258;stredisko;622.15;středisko Kompas Brno;Brno;11;141;34;36;41;263;11;141;34;36;41;263
2019;23265;stredisko;622.16;středisko Duha Brno;Brno-Řečkovice;0;185;29;46;41;301;0;185;29;47;41;302
2019;23284;stredisko;622.22;středisko Stopadesáttrojka Brno;Brno 2;0;39;10;15;16;80;0;39;10;15;16;80
2019;23289;stredisko;622.24;středisko Vrbovec Brno;Brno - Bosonohy;0;192;35;44;51;322;0;192;35;44;51;322
2019;23298;stredisko;622.25;středisko Axinit Brno;Brno;0;118;25;17;23;183;0;118;25;17;23;183
2019;23306;stredisko;622.26;středisko Žabovřesky Brno;Brno;1;117;10;25;28;181;1;117;10;25;28;181
2019;23313;stredisko;622.27;středisko Starý Lískovec Brno;Brno;0;85;18;12;29;144;0;85;18;12;29;144
2019;23317;stredisko;622.28;středisko Brána Brno;Brno;11;188;49;68;68;384;11;188;49;69;68;385
2019;23327;stredisko;623.01;středisko Oslavany;Oslavany;0;23;3;6;21;53;0;23;3;6;21;53
2019;23335;stredisko;623.04;středisko Ivančice;Ivančice;27;62;7;5;15;116;27;62;7;5;15;116
2019;23346;stredisko;623.11;středisko Wahinkpe Střelice;Střelice;1;71;17;18;23;130;1;71;17;18;23;130
2019;23350;stredisko;623.14;středisko Tumulus Újezd u Brna;Újezd u Brna;1;57;3;5;13;79;1;57;3;5;13;79
2019;23355;stredisko;623.15;středisko Květnice Tišnov;Tišnov;0;119;12;27;18;176;0;119;12;27;18;176
2019;23361;stredisko;623.16;středisko Kuřim;Kuřim;11;130;28;22;31;222;11;130;28;22;31;222
2019;23367;stredisko;623.17;středisko Veverská Bítýška;Veverská Bítýška;0;33;1;11;28;73;0;33;1;11;28;73
2019;23372;stredisko;623.18;středisko Křtiny;Křtiny;6;82;5;18;22;133;6;82;5;18;22;133
2019;23378;stredisko;623.21;středisko Pozořice;Pozořice;18;231;22;36;79;386;18;231;22;36;79;386
2019;23394;stredisko;623.25;středisko Hrozen Židlochovice;Židlochovice;9;77;1;14;13;114;9;77;1;14;13;114
2019;23403;stredisko;623.26;středisko Devíti Křížů Domašov;Domašov;6;80;12;7;14;119;6;80;12;7;14;119
2019;23409;stredisko;623.30;středisko Šlapanice;Šlapanice u Brna;13;127;24;13;14;191;13;127;24;13;14;191
2019;23414;stredisko;623.31;středisko Vranovice;Vranovice;21;241;28;25;25;340;21;241;28;25;25;340
2019;23549;stredisko;624.01;středisko Svatopluk Břeclav;Břeclav;0;85;13;23;37;158;0;85;13;23;37;158
2019;23556;stredisko;624.03;středisko Mikulov;Mikulov;10;73;10;12;17;122;10;73;10;12;17;122
2019;23422;stredisko;625.02;středisko Kyjov;Kyjov;6;127;15;19;43;210;6;127;15;19;46;213
2019;23432;stredisko;625.03;středisko Čejka Veselí nad Moravou;Veselí nad Moravou;0;82;6;12;25;125;0;82;6;12;25;125
2019;23438;stredisko;625.04;středisko Ratíškovice;Ratíškovice;7;153;21;23;37;241;7;153;21;24;37;242
2019;23449;stredisko;625.05;středisko Mikulčice;Mikulčice;0;85;12;7;28;132;0;85;12;7;28;132
2019;23457;stredisko;625.06;středisko Přátelství Hodonín;Hodonín 1;7;136;15;26;24;208;7;136;15;26;26;210
2019;27680;stredisko;625.09;středisko Ichthys Klobouky u Brna;Klobouky u Brna;0;49;9;8;8;74;0;49;9;8;8;74
2019;23479;stredisko;626.01;středisko Vyškov;Vyškov;1;188;43;52;50;334;1;188;43;52;51;335
2019;23487;stredisko;626.03;středisko Slavkov u Brna;Slavkov u Brna;10;82;10;7;14;123;10;82;10;7;14;123
2019;23493;stredisko;627.01;středisko Jevišovice;Jevišovice;1;31;10;13;30;85;1;31;10;13;30;85
2019;23497;stredisko;627.02;středisko Podyjí Znojmo;Znojmo;0;113;18;32;39;202;0;113;18;32;39;202
2019;28153;stredisko;627.03;přístav Neptun Znojmo;Znojmo;21;99;9;7;81;217;21;99;9;7;81;217
2019;25910;stredisko;712.03;středisko Zdimíra Touška Olomouc;Olomouc 9;16;132;6;7;64;225;16;132;6;7;64;225
2019;25915;stredisko;712.04;středisko Mjr. Karla Haase Olomouc;Olomouc;1;69;17;24;35;146;1;69;17;25;37;149
2019;25925;stredisko;712.05;středisko J. E. Kosiny Olomouc;Olomouc;0;133;20;32;61;246;0;133;20;32;63;248
2019;25937;stredisko;712.06;středisko Dvanáctka Olomouc;Olomouc;0;50;11;6;22;89;0;50;11;6;22;89
2019;25943;stredisko;712.07;středisko Žlutý kvítek Olomouc;Olomouc;0;72;9;17;18;116;0;72;9;17;18;116
2019;25947;stredisko;712.08;středisko Vládi Tylšara Olomouc;Olomouc 9;4;161;19;33;59;276;4;161;19;33;60;277
2019;25960;stredisko;712.09;středisko Jana Boska Olomouc;Olomouc;22;121;24;28;17;212;22;121;24;28;18;213
2019;25972;stredisko;712.13;středisko Šternberk;Šternberk;6;64;11;10;15;106;6;64;11;10;15;106
2019;25984;stredisko;712.18;středisko Quercus Dub nad moravou;Dub nad Moravou;11;67;22;15;34;149;11;67;22;15;34;149
2019;25988;stredisko;712.19;středisko Ladislava Ruska;Čechovice, Velký Týnec;8;182;31;44;43;308;8;182;31;44;43;308
2019;25994;stredisko;712.21;středisko Bělkovice - Lašťany;Bělkovice-Lašťany;0;15;2;3;11;31;0;15;2;3;11;31
2019;25999;stredisko;713.02;středisko Děti přírody Prostějov;Prostějov;0;53;16;9;14;92;0;53;16;9;14;92
2019;26005;stredisko;713.03;středisko Pelikáni Prostějov;Prostějov;0;85;17;12;9;123;0;85;17;12;9;123
2019;26014;stredisko;713.04;středisko Petra Bezruče Kostelec na Hané;Kostelec na Hané;0;28;1;0;14;43;0;28;1;0;14;43
2019;26019;stredisko;713.05;středisko Járy Kaštila Prostějov;Prostějov;3;70;9;19;14;115;3;70;9;19;14;115
2019;26025;stredisko;713.07;středisko Konice;Konice;2;38;3;7;13;63;2;38;3;7;13;63
2019;28128;stredisko;713.08;přístav Tamatea Vrbátky;Vrbátky;0;19;3;1;5;28;0;19;3;1;5;28
2019;26031;stredisko;714.01;středisko Prof. Skoumala Přerov;Přerov;4;39;6;8;17;74;4;39;6;8;17;74
2019;26035;stredisko;714.02;středisko Táborníci Brodek u Přerova;Brodek u Přerova;8;61;10;16;46;141;8;61;10;16;46;141
2019;26046;stredisko;714.03;středisko Kojetín;Kojetín;0;19;4;6;10;39;0;19;4;6;10;39
2019;26051;stredisko;714.04;středisko Ing. L. Cagaše Lipník nad Bečvou;Lipník nad Bečvou;1;21;6;11;10;49;1;21;6;11;10;49
2019;26055;stredisko;714.05;středisko Psohlavci Hranice;Hranice;13;44;9;7;35;108;13;44;9;7;35;108
2019;26062;stredisko;715.01;středisko Rudy Knotka Šumperk;Šumperk;0;135;28;43;31;237;0;135;28;43;31;237
2019;26549;stredisko;715.03;středisko Františka Pecháčka Bludov;Bludov;0;31;6;7;15;59;0;31;6;7;15;59
2019;26554;stredisko;715.04;středisko Bukůvka Postřelmov;Postřelmov;0;24;3;11;13;51;0;24;3;11;13;51
2019;26592;stredisko;715.06;středisko Zábřeh;Zábřeh;6;39;5;7;17;74;6;39;5;7;18;75
2019;26558;stredisko;715.07;středisko Skalička Zábřeh;Hoštejn;6;125;19;16;40;206;6;125;19;16;40;206
2019;26566;stredisko;715.08;středisko Šíp Loštice;Loštice;6;71;6;4;11;98;6;71;6;4;11;98
2019;26570;stredisko;715.10;středisko Blesk Lesnice;Lesnice;11;75;4;11;33;134;11;75;4;11;33;134
2019;26575;stredisko;715.11;středisko Ruda nad Moravou;Ruda nad Moravou;5;109;20;23;35;192;5;109;20;23;35;192
2019;26580;stredisko;715.13;středisko Rovensko;Rovensko;3;34;2;4;18;61;3;34;2;4;18;61
2019;25889;stredisko;715.15;středisko Slunce Jeseník;Jeseník 1;1;57;4;18;24;104;1;57;4;18;24;104
2019;26585;stredisko;715.18;středisko Sněžník Staré Město;Staré Město;0;48;9;9;31;97;0;48;9;9;31;97
2019;24841;stredisko;721.01;středisko Mirka Svobody Kroměříž;Kroměříž;7;110;9;5;39;170;7;110;9;6;39;171
2019;28467;stredisko;721.02;středisko Lipenská dvojka Lipník nad Bečvou;Týn nad Bečvou;3;29;5;5;13;55;3;29;5;5;13;55
2019;24851;stredisko;721.03;středisko Polárka Kroměříž;Kroměříž 1;3;79;12;17;36;147;3;79;12;17;36;147
2019;24862;stredisko;721.06;středisko Holešov;Holešov;0;58;7;9;28;102;0;58;7;9;28;102
2019;24869;stredisko;721.07;středisko Krále Ječmínka Chropyně;Chropyně;1;22;2;7;10;42;1;22;2;7;10;42
2019;24877;stredisko;722.01;středisko Psohlavci Uherské Hradiště;Uherské Hradiště;1;184;18;44;93;340;1;184;18;44;93;340
2019;24886;stredisko;722.02;středisko Dvojka Staré Město;Staré Město u Uherského Hradiště;0;43;5;6;12;66;0;43;5;6;12;66
2019;24891;stredisko;722.03;středisko Jantar Polešovice;Polešovice;0;62;13;12;47;134;0;62;13;12;47;134
2019;24911;stredisko;722.08;středisko Uherský Brod;Uherský Brod;0;85;16;23;50;174;0;85;16;23;50;174
2019;24919;stredisko;722.09;středisko Bojkovice;Bojkovice;0;49;7;8;6;70;0;49;7;8;6;70
2019;24923;stredisko;722.10;středisko Suchá Loz;Suchá Loz;0;62;17;10;16;105;0;62;17;10;16;105
2019;24927;stredisko;722.11;středisko Modrá;Modrá;17;192;26;24;56;315;17;192;26;24;56;315
2019;24935;stredisko;723.01;středisko Vsetín;Vsetín;4;152;18;13;67;254;4;152;18;13;67;254
2019;24950;stredisko;723.02;středisko Valašské Meziříčí;Valašské Meziříčí;7;190;26;33;36;292;7;190;26;33;36;292
2019;24961;stredisko;723.03;středisko Lidečko;Lidečko;9;39;2;10;11;71;9;39;2;10;11;71
2019;24969;stredisko;723.04;středisko Rožnov pod Radhoštěm;Rožnov pod Radhoštěm;0;34;3;2;12;51;0;34;3;2;12;51
2019;24980;stredisko;723.06;středisko Kelč;Kelč;0;69;12;12;20;113;0;69;12;12;20;113
2019;25014;stredisko;724.03;3. středisko Zlín;Březnice;5;26;7;6;15;59;5;26;7;6;15;59
2019;25019;stredisko;724.04;středisko Impeesa Zlín;Lhota;9;148;25;30;79;291;9;148;25;30;79;291
2019;25033;stredisko;724.06;6. středisko Zlín;Zlín;19;164;54;39;28;304;19;164;54;39;28;304
2019;25042;stredisko;724.07;středisko Malenovice Zlín;Zlín 4;3;34;5;8;7;57;3;34;5;8;7;57
2019;25047;stredisko;724.08;středisko Josefa Šivela Otrokovice;Otrokovice;2;61;0;11;14;88;2;61;0;11;14;88
2019;25052;stredisko;724.09;středisko Jerry Hodného Napajedla;Napajedla;0;49;2;8;27;86;0;49;2;8;27;86
2019;25059;stredisko;724.10;středisko Osamělý Jestřáb Luhačovice;Luhačovice;0;31;5;2;11;49;0;31;5;2;11;49
2019;25063;stredisko;724.11;středisko A. B. Svojsíka Slavičín;Slavičín;1;32;6;9;13;61;1;32;6;12;14;65
2019;25069;stredisko;724.12;středisko Vizovice;Vizovice;3;78;13;14;32;140;3;78;13;14;32;140
2019;25081;stredisko;724.14;středisko Františka Matulíka Pozlovice;Pozlovice;6;54;9;11;14;94;6;54;9;11;14;94
2019;25088;stredisko;724.15;středisko Vatra Štítná nad Vláří;Štítná nad Vláří;0;32;8;12;14;66;0;32;8;12;14;66
2019;25096;stredisko;724.17;středisko Brumov-Bylnice;Brumov-Bylnice;0;72;11;19;23;125;0;72;11;19;23;125
2019;25101;stredisko;724.18;středisko Slušovice;Slušovice;2;26;13;18;9;68;2;26;13;18;9;68
2019;24843;stredisko;811.01;středisko Bruntál;Bruntál 1;1;39;4;4;22;70;1;39;4;4;22;70
2019;24548;stredisko;811.02;středisko Krnov;Krnov;0;14;1;3;8;26;0;14;1;3;8;26
2019;24554;stredisko;811.03;středisko Rýmařov;Rýmařov;0;35;1;1;20;57;0;35;1;1;20;57
2019;24559;stredisko;811.04;středisko Zlaté Hory;Zlaté Hory;1;56;8;4;13;82;1;56;8;4;13;82
2019;24564;stredisko;812.01;středisko 8. pěšího pluku Slezského Frýdek-Místek;Frýdek - Místek;3;50;6;8;24;91;3;50;6;8;24;91
2019;24574;stredisko;812.02;středisko Kruh Frýdek-Místek;Frýdek - Místek;0;87;16;28;23;154;0;87;16;28;23;154
2019;24589;stredisko;812.04;středisko Ondřejník Frýdlant nad Ostravicí;Frýdlant nad Ostravicí;0;62;8;9;13;92;0;62;8;9;13;92
2019;24594;stredisko;812.05;středisko Šenov;Šenov;4;145;24;32;23;228;4;145;24;32;23;228
2019;24601;stredisko;812.06;středisko P. Bezruče Frýdek-Místek;Frýdek-Místek 1;0;74;15;4;24;117;0;74;15;4;24;117
2019;24605;stredisko;812.07;středisko Svatý Jiří;Staříč;1;134;32;29;50;246;1;134;32;29;50;246
2019;24618;stredisko;812.09;středisko Štít Pražmo;Pražmo;0;73;13;6;23;115;0;73;13;6;23;115
2019;27589;stredisko;812.10;středisko Doberčata Dobrá;Dobrá;13;113;28;15;5;174;13;113;28;15;5;174
2019;24623;stredisko;813.01;středisko Evžena Cedivody Karviná;Rychvald;2;92;19;17;28;158;2;92;19;17;28;158
2019;24634;stredisko;813.02;středisko Havířov;Havířov 1;2;51;25;17;25;120;2;51;25;17;25;120
2019;24643;stredisko;813.03;středisko Hraničář Třinec;Nýdek;1;19;4;2;10;36;1;19;4;2;10;36
2019;24649;stredisko;813.08;středisko Zlatá Orlice Český Těšín;Český Těšín 6;2;57;9;31;33;132;2;57;9;31;33;132
2019;24657;stredisko;814.01;středisko Pagoda Nový Jičín;Nový Jičín;1;166;31;25;30;253;1;166;38;41;34;280
2019;24667;stredisko;814.02;středisko Příbor;Příbor;2;108;22;26;27;185;2;108;22;26;27;185
2019;24674;stredisko;814.04;středisko Kopřivnice;Kopřivnice;3;163;39;37;48;290;3;163;39;37;48;290
